,input,output
1275,wot u up   u weirdo,human
1276,can do lor,human
1277,dont put your phone on silent mode ok,human
1278,can i meet ì_ at   as   where depends on where ì_ wan   in lor,human
1279,waiting   my tv show   start lor u leh still busy doing ur report,human
1280,oh ho is this the first time u use these type of words,human
1281,am i the only one who doesn't stalk profiles,human
1282,"ever green quote ever told by jerry in cartoon \a person who irritates u always is the one who loves u vry much but fails to express it gud nyt""",human
1283,yes i thought so thanks,human
1284,but if she s drinkin i'm ok,human
1285,"just wondering, the others just took off",human
1286,"night has ended for another day, morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng",human
1287,"what do you do, my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already",human
1288,happy new year to u too,human
1289,"hey great deal farm tour  am to  pm   pax,   deposit by   may",human
1290,eat jap done oso aft ur lect wat ìï got lect at   rite,human
1291,"hey babe i saw you came online for a second and then you disappeared, what happened",human
1292,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,human
1293,happy birthday may all ur dreams come true,human
1294,aiyah u did ok already lar e nydc at wheellock,human
1295,tell her i said eat shit,human
1296,sure i am driving but will reach my destination soon,human
1297,"k so am i, how much for an  th fifty",human
1298,your daily text from me ûò a favour this time,human
1299,great to hear you are settling well so what's happenin wit ola,human
1300,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,human
1301,i tot u reach liao he said t shirt,human
1302,"fran i decided   go n e way im completely broke an knackered i got up bout   c u  mrw love janx p s this is my dads fone, no credit",human
1303,i cant pick the phone right now pls send a message,human
1304,your right i'll make the appointment right now,human
1305,designation is software developer and may be she get chennai,human
1306,enjoy the jamster videosound gold club with your credits for   new videosounds   logos musicnews get more fun from jamster co uk   only help call  ,spam
1307,"get   lions england tone, reply lionm   mono or lionp   poly   more go   www ringtones co uk, the original n best tones  gbp network operator rates apply",spam
1308,i jokin oni lar ìï busy then i wun disturb ì_,human
1309,"ok, be careful don't text and drive",human
1310,"i ll always be there, even if its just in spirit i ll get a bb soon just trying to be sure i need it",human
1311,u r too much close to my heart if u go away i will be shattered plz stay with me,human
1312,i love u   babe r u sure everything is alrite is he being an idiot txt bak girlie,human
1313,how abt making some of the pics bigger,human
1314,got but got   colours lor one colour is quite light n e other is darker lor actually i'm done she's styling my hair now,human
1315,"whenevr ur sad, whenevr ur gray, remembr im here   listn   watevr u wanna say, jus walk wid me a little while, amp i promise i'll bring back ur smile",human
1316,why nothing ok anyway give me treat,human
1317,"win the newest ûïharry potter and the order of the phoenix book   reply harry, answer   questions chance to be the first among readers",spam
1318,ok,human
1319,correct so how was work today,human
1320,"just sent again do you scream and moan in bed, princess",human
1321,"i wake up long ago already dunno, what other thing",human
1322,oh just getting even with u u,human
1323,i thk   shd be ok he said plus minus   did ì_ leave a line in between paragraphs,human
1324,can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before  'o clock so call me plz,human
1325,yeah jay's sort of a fucking retard,human
1326,"sorry, was in the bathroom, sup",human
1327,ur balance is now å£  ur next question is who sang 'uptown girl' in the  's   answer txt ur answer to   good luck,spam
1328,my exam is for february   wish you a great day,human
1329,i dont know what to do to come out of this so only am ask questions like this dont mistake me,human
1330,"aight no rush, i'll ask jay",human
1331,good morning plz call me sir,human
1332,it's ok lar u sleep early too nite,human
1333,"oh icic k lor, den meet other day",human
1334,"oh a half hour is much longer in syria than canada, eh wow you must get so much more work done in a day than us with all that extra time grins",human
1335,"sometimes we put walls around our hearts,not just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon",human
1336,"sweet, we may or may not go to  u to meet carlos so gauge patty's interest in that",human
1337,then she buying today ìï no need to c meh,human
1338,aight sorry i take ten years to shower what's the plan,human
1339,every monday nxt week vl be completing,human
1340,might ax well im there,human
1341,just chill for another  hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,human
1342,yeah i'll try to scrounge something up,human
1343,crazy ar he's married ìï like gd looking guys not me my frens like say he's korean leona's fave but i dun thk he is aft some thinking mayb most prob i'll go,human
1344,were somewhere on fredericksburg,human
1345,que pases un buen tiempo or something like that,human
1346,is it ok if i stay the night here xavier has a sleeping bag and i'm getting tired,human
